Series Name,Series Code,Country Name,Country Code,1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Burkina Faso,BFA,7925950.8299,23107520.4782,6267060.8249,15026083.6628,29122505.1617,14348315.7765,52130040.8814284,83849256.0712148,21711800.9008661,33190579.8762819,56653992.3324814,38870701.3569488,143845512.327138,329281976.028321,490403410.536841,357296974.294135,231901703.683869,390622353.410172,2572690.32188177,268414907.946195,162970140.263612
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Burundi,BDI,-475191.305312188,11683246.0768,-11440.9127038289,0,0,44690.7076028704,584701.692574561,31593.7781888499,500245.093059071,3833208.34759484,348404.534569828,780582.003631939,3354999.1805922,604919.651526489,116727136.517749,81747197.2345183,49622865.7705811,55420.3566564864,316473.449369742,983747.12499426,1044957.4151
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cabo Verde,CPV,53935025.3549158,34202238.3816146,9010186.20568656,14759046.6769552,39216510.8127633,67638273.8033899,80513541.3322083,131539968.034584,191764359.163339,210903689.269434,126003552.248347,116200563.572313,102246382.223796,128009964.769677,89297443.9961387,180589795.413074,96071472.8368678,126312006.101645,111711633.73814,103550532.589033,122921295.022726
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cambodia,KHM,102225822.011716,118308566.310881,146481995.063845,130956363.872694,81580650.5580651,131416229.281784,379180190.600283,483209382.712787,867288538.643543,815180217.958376,928393617.348897,1404315448.8853,1538883424.90021,1988102944.64495,2068470774.00468,1853471158.09921,1822804151.25712,2475915853.65763,2788084321.65816,3212633447.0447,3663032999.47048
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cameroon,CMR,35009801.8441187,159708006.201387,-11668387.3783906,505256043.293607,334888535.860208,67984855.6422292,243601636.500456,59122291.3428058,189581294.625153,20995513.7446129,746276648.961818,536265313.198885,653266626.571786,527363935.614182,547404749.757182,725854540.914877,694336734.87982,663893595.165465,814458940.927625,765092012.778526,1024779237.90889
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Canada,CAN,27456044687.0987,68303350856.0836,28391098831.3382,24486425376.8819,7011792709.04631,1452416545.21802,25552226940.9281,64302303096.8668,120451484862.004,70119614332.5095,20951090410.3132,29714744325.4741,38338330427.428,49368985104.1989,67027866778.2682,64174605785.6347,59986208237.0735,34201872160.6085,25357801000.497,42603762048.5971,48942300762.2452
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cayman Islands,CYM,6475829999.9,9358723000,2133108000,2802974999.9,2602570000,3703460999.9,9506484000,24820937000,28210535000,19555735000,20298044999.9,20965962638.6,31131855107.9,21489604740.9,34907994323.7,46040609770.7,80501525456.9,2684234739.26842,2506466933.66629,173644548.798714,1080420248.60699
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Central African Republic,CAF,5976946.5274,889074.9,5183898.8,5644286.5,11300000,15100000,10100000,34670000,56750000,117110000,42280000,61520000,36908455.8,70035157.3,1852792.6,3475007.9,3000000,7256090.4839,6888751.4009,18003535.4551,25601157.287
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Chad,TCD,24524970.8055,115172421.5423,459866391.8291,924119210.0868,712663454.9209,466793492.1491,-99342519.3566,-278413999.9,-321654999.9,466130999.9,374899999.9,313000000,281899999.9,579793037.3908,520200751.3399,-675545915.4299,559642022.5287,244682120.9694,363381636.3971,460890507.65,566638947.9523
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Chile,CHL,8761016217.84,4860015667.52,4199763048.85,2549923142.41108,4026497832.75699,6797252642.36959,7462207179.80944,7586190389.76648,13474760472.5025,18473102612.1039,13855126064.8962,16019683111.6555,25564944876.5765,31801970676.0608,21120756844.0181,25527831848.9546,17766285629.0926,11362832162.4891,5237183518.21249,7942631935.04886,13579090978.7599
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,China,CHN,41014000000,42095300000,47053000000,53073618897.4036,57900937467.3864,68117272181.2194,104108693867.085,124082035618.506,156249335203.202,171534650311.569,131057052869.5,243703434558.178,280072219149.935,241213868161.42,290928431467.003,268097181064.335,242489331627.399,174749584584.051,166083755721.649,235365050036.341,187169822364.755
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Colombia,COL,1507907130.44589,2436459923.42856,2541942612.20739,2133698124.14946,1720493455.49813,3115635873.52058,10235417315.1376,6750625311.15878,8885764397.56293,10564155795.9327,8034746177.08445,6429989612.99413,14647048638.4496,15039979138.8914,16210419015.9816,16168701714.7497,11620532645.7092,13857937720.8026,13700880445.1998,11298692773.8486,13989154028.3683
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Comoros,COM,271000,93636.1151,1145914.9949,430423.4793,793243.734562134,672560.378635006,558865.800033729,778420.21387879,7691947.28915694,4650574.15690676,13839598.1677915,8350406.72212106,23118440.5401983,10375197.4614675,4231644.4167,4684558.67518381,4936699.51044482,3569823.72997217,3919473.02500835,5672348.12858,4300803.9663215
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Congo, Dem. Rep.",COD,11160000,94190399.9,102221899.9,187598693.6,391254723.5,409032814.4,180000000,256100000,1808000000,1726800000,-243200000,2742300000,1596024303.85686,2891607809.09542,1697585830.80626,1499572152.49797,1165720010.30767,932374669.380907,1047979482.55526,1407563588.42423,1350994226.20535
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Congo, Rep.",COG,-68298651.8368345,-98141674.3463606,-135479673.015224,200095651.485644,220038914.195923,88557997.2244039,801314933.871917,1489015781.25324,1424251935.63471,1947972913.20639,1189051286.37969,1522228646.33912,298678855.105983,-69249948.2173565,1878859499.34966,2891102397.12388,4279839199.11278,50608700.3526123,4416953733.854,4315250918.3882,-1427679257.05894
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Costa Rica,CRI,619469212,723426415.264239,621846413.159734,723172624.768835,774386239.764205,1083718486.49799,1528787464.115,1801002598.41588,2241492021.19677,2436112218.26755,1614614468.45234,1906923793.45078,2733268839.98155,2696295210.67893,3205384976.80294,3242149796.9724,2955521680.83967,2620435490.61534,2924906990.98245,3014543618.02812,2719031329.42268
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cote d'Ivoire,CIV,235348766.1991,234701731.519,272679898.341,212580417.4534,165390571.2319,282979830.9625,349059586.543272,350964618.559397,443801751.423173,468377743.888902,397624744.268005,358468317.342002,301972462.517861,330255520.654571,407592122.101427,439356961.150901,494408755.776341,577871524.156215,975014998.795493,620330654.359791,848881139.442877
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Croatia,HRV,1454741833.64146,1015069996.97348,1036758145.87206,980784304.813265,1846434012.04769,1314179917.33292,1814728743.16264,3346611893.3292,4645807617.35418,5249620116.02881,3069599255.91982,1545050408.33734,1248979435.63125,1465100044.52763,966014917.345737,3179819720.25664,35177680.9291985,423781033.377397,451346089.173737,1314767768.0783,3940753801.94997
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,70502234.6368715,69702234.6368715,-1508379.88826815,69296089.3854749,146435754.189944,133083798.882682,172681564.24581,126924996.849162,203230453.620112
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cyprus,CYP,813054280.084962,854874285.662107,944742873.957096,1103449726.13198,908147517.991038,1118841808.54652,1161973511.03819,1871897927.22828,2294635570.943,12297296307.434,64632059145.0638,31031904287.2207,40445860585.0788,69972767553.5803,25966316070.5419,51738978689.3285,28960532080.4595,8508203489.4198,14406568776.0425,-1110259659.48526,52834747335.586
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Czechia,CZE,6312596675.96249,4987079129.26384,5640707235.87483,8496609035.7758,2021275745.95501,6423465150.75736,13730164683.4592,7132002407.70599,13815656003.7033,8815393022.10815,5271613701.7927,10167834374.8186,4188736491.29368,9433199804.77647,7357578652.57,8088661929.8803,1699914616.60242,10850612308.2062,11234740946.0941,8324668391.46793,10752120870.768
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Denmark,DNK,16847919225.9809,36013297907.195,9286404805.96887,4430703178.95052,1184825159.91313,-8804165491.1002,12847031342.3671,2385249288.38419,11809448518.2128,2191215665.76653,3771059440.08035,-11767861925.0632,13558894634.3461,-16349825685.2634,680338945.938662,6577348986.65252,1850770714.86075,7804020827.15213,3607276299.51791,8764023726.34583,-3801733788.9774
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Djibouti,DJI,3212901.12029529,3286049.48205333,3392958.62616123,3432346.2055694,14224542.9634089,38543559.8494269,22203341.1920932,108287709.387185,195351140.270424,227654582.182184,96859684.5617569,36501032.5172602,79000230.6986794,109998255.692912,286004467.676864,152998238.812521,143832186.404533,159997974.353059,164929861.974668,170000000,174999015.310515
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Dominica,DMA,17955555.5555556,17596296.2962963,17115925.9259259,20110637.037037,31472140.7407407,26173948.1481481,19235559.2592593,25907525.9259259,40486774.8148148,56548262.962963,42420685.5555556,24341705.1851852,14192972.5925926,23152398.1481481,17915757.4074074,12349892.8031702,7160376.50888889,42264926.1072222,22677207.693769,78283172.0287841,63039788.6853796
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Dominican Republic,DOM,1344900000,989000000,1087900000,926000000,616530000,934480000,1118400000,1528700000,2252900000,2728400000,1695300000,1820200000,2197500000,3415900000,1599900000,2385300000,2227300000,2516100000,3597900000,2744500000,2829200000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Ecuador,ECU,648410000,-23439367.9139981,538568575.17,783261009.55,871513414.023619,836939593.895645,493413835.545644,271428852.53,193872526.93,1057404020.15482,308629890.109,165893320.363638,646084358.687904,567417300.85638,727081206.263418,772389946.091118,1322701337.30748,764190868.12224,629582412.259198,1389198763.14022,979020496.243027
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Egypt, Arab Rep.",EGY,1065300000,1235000000,509900000,646900000,237400000,1253300000,5375600000,10042800000,11578100000,9494600000,6711600000,6385600000,-482700000,2797700000,4192200000,4612200000,6925200000,8106800000,7408700000,8141300000,9010100000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,El Salvador,SLV,215800000,173400000,278900000,470000000,141200000,363270000,511140000,241130000,1550510000,903050000,368730000,-113160683.724283,122500004.314785,430126687.532424,245179098.280128,506295970.34993,494541718.092298,479469380.713821,503801415.183001,412743968.360673,696287032.758767
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Equatorial Guinea,GNQ,154296173.9421,154499589.8738,940741215.6788,323391507.4578,689779766.0014,340914468.516,769146185.1714,469506014.6494,1242731087.2645,-793872332.8234,1636219625.3171,2734000000,1975000000,985256411.512,582948701.8906,167875182.5769,233325072.8367,53998812.9036,304827249.4895,396077780.0117,452287112.0704
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Eritrea,ERI,83222099.9,27870106.7,12131626.4,22766165.8,24999786.5,24103664.8,1431553.8,15375609.7,7206504,39000000,91000000,91000000,39000000,41357999.9,43859000,46511000,49323000,52305000,55468000,61015000,-60671910
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Estonia,EST,325892789.377935,416214286.787887,592889580.182473,338234260.376913,1038244664.19461,1086893435.16594,3057558404.59854,1758167635.56107,3033145919.8766,1977264596.96392,1866296946.5753,2592255114.54213,1119148299.05953,1787341526.52249,1097942106.98721,1781648554.48116,-715465129.889722,925762256.709316,1735775304.25103,1232358347.85304,3052870944.49206
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Ethiopia,ETH,69980000,134639999.9,349399999.9,255000000,465000000,545100000,265111675.482385,545257102.178304,222000572.994807,108537543.965443,221459581.361984,288271568.250744,628624805.998665,278562822.162861,1343876023.73137,1855052153.64106,2626517918.313,4142937496.46329,4017159564.65434,3360419368.65295,2548743427.35754
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Fiji,FJI,-147083835.755537,591375.114626136,41301896.3502762,30672578.3302519,40310494.5421484,250597673.082846,172951928.727855,583975309.323135,464230334.109297,679220489.280091,308373711.003253,178091735.587235,217158525.728722,277313671.991809,243782754.036692,377869372.267012,205373209.116505,391619655.400882,387602565.305446,468861002.876235,322282826.115833
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Finland,FIN,7797795098.68143,13502068644.6076,3224710299.84937,8094575465.08978,5965369887.32256,6777097341.61981,10867806670.7033,4638725790.33102,21979356204.6661,19406664159.1787,-8825823233.80559,12221008932.1759,-6008001205.17501,4931090894.98296,-4922279528.51917,17528599997.1113,17485137455.9981,5124075140.91557,17149122038.4329,-10571698824.8262,15611668561.8503
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,France,FRA,45971216472.0884,41389082664.7628,50142053918.8909,51550483853.8509,42350800678.3509,35608535812.8719,85137061931.2536,78957053786.1349,83777598395.4499,67997446904.9733,18422928061.9131,38889439213.3126,44205811126.5792,32944663317.8722,31589283790.5549,5804878132.66635,42825414105.9409,32803666728.594,35868111746.0373,77493098693.2378,53499337503.7413
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,French Polynesia,PYF,4429999.9,9874719,23688754.5118,10930935.8556037,58213238.4950583,6420023.00862775,7818937.09019394,30649550.5407316,58249411.6366849,13884094.4749379,21843717.5640801,64303751.4213863,133839517.312067,147199569.589671,99207173.3507257,61928773.3065056,26007149.1590192,61544514.3227108,90038650.7711,5937841.3702,12731152.748
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Gabon,GAB,89452781.6263726,278061231.967685,-100615451.014713,1160708.31013769,99666154.0233406,313970792.039638,326161877.897877,267805000,654808577.188853,693511288.988999,635674956.848352,523939106.191844,1123536918.98497,677327365.545557,324032442.445876,1263109047.12989,41707702.3264655,1243660159.686,1314029329.7202,1379070815.8589,1553136875.4115
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Gambia, The",GMB,49479999.9,43520000,35479999.9,42826999.9,18272720.342347,55526319.4407831,53650280.0190841,82208102.587765,78094820.9585794,70792382.3207138,39447343.7084005,37140887.8131734,36077136.0813735,41183457.7698366,68340322.378848,23014092.0424561,71976051.7034138,69830172.212844,64338516.0351372,81805006.5959045,71083305.8667937
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Georgia,GEO,82300000,131466678.34,109871635.49,160398660.46,334891041.62,492732940.01,453107292.01,1171394522.25,1892093991.1,1602232455.97,660800885.27,920915812.73,1170087549.5,968196197.63,1046562195.15,1836879042.83,1735285391.9,1659819993.32,1930381394.76,1304946394.07,1382476632.7
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Germany,DEU,86035665071.2096,248007397121.859,56948542386.9091,51268214890.6254,65401516009.2493,-20408419557.1429,59835195025.1917,87444159239.0628,50847183837.0148,30954735498.025,56701916794.97,86037502102.1645,97535403952.5493,65443087632.2705,67199694458.9368,19532082849.0843,62475577277.7991,64744235790.2129,109485971372.509,166915563991.374,73974461220.6158
